name,stars,numReviews,cuisine,priceRange,Url
Factor's Famous Deli,4,236,"American, Deli",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d348109-Reviews-Factor_s_Famous_Deli-Los_Angeles_California.html
Son of a Gun,4.5,198,"American, Seafood",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2347609-Reviews-Son_of_a_Gun-Los_Angeles_California.html
Inn of the Seventh Ray,4,321,"American, Healthy",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d348800-Reviews-Inn_of_the_Seventh_Ray-Los_Angeles_California.html
Majordomo,4.5,73,,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d13576835-Reviews-Majordomo-Los_Angeles_California.html
Olive Garden Italian Restaurant,4.5,125,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468505-Reviews-Olive_Garden_Italian_Restaurant-Los_Angeles_California.html
La Bruschetta Ristorante,4.5,71,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d348122-Reviews-La_Bruschetta_Ristorante-Los_Angeles_California.html
Barrique Venice,4.5,71,Italian,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d10439920-Reviews-Barrique_Venice-Los_Angeles_California.html
Ruth's Chris Steak House,4.5,177,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32859-d790244-Reviews-Ruth_s_Chris_Steak_House-Pasadena_California.html
Jon & Vinny's,4,193,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8003184-Reviews-Jon_Vinny_s-Los_Angeles_California.html
San Antonio Winery,4.5,87,"Italian, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d477359-Reviews-San_Antonio_Winery-Los_Angeles_California.html
Trattoria Amici,4,172,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32431-d1901330-Reviews-Trattoria_Amici-Glendale_California.html
Prosecco Trattoria,4.5,92,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d378523-Reviews-Prosecco_Trattoria-Los_Angeles_California.html
Public Kitchen and Bar,4,159,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d2323157-Reviews-Public_Kitchen_and_Bar-West_Hollywood_California.html
Toi on Sunset,4,141,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d364769-Reviews-Toi_on_Sunset-Los_Angeles_California.html
Wolfgang Puck at Hotel Bel-Air,4,277,American,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d2457650-Reviews-Wolfgang_Puck_at_Hotel_Bel_Air-Los_Angeles_California.html
Wolfgang Puck Bistro,4,208,"American, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d477416-Reviews-Wolfgang_Puck_Bistro-Los_Angeles_California.html
Casa Sanchez,4.5,131,"Spanish, Fusion",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d515684-Reviews-Casa_Sanchez-Los_Angeles_California.html
Ta-eem Grill,4.5,67,"Middle Eastern, Israeli",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d3973531-Reviews-Ta_eem_Grill-Los_Angeles_California.html
Nat's Early Bite,4.5,78,"American, Cafe",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d364915-Reviews-Nat_s_Early_Bite-Los_Angeles_California.html
The Kitchen,4.5,92,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d360471-Reviews-The_Kitchen-Los_Angeles_California.html
mao's kitchen,4,209,"Chinese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d350166-Reviews-Mao_s_kitchen-Los_Angeles_California.html
Ray's and Stark Bar,4,203,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2058338-Reviews-Ray_s_and_Stark_Bar-Los_Angeles_California.html
Jacks N Joe,4.5,105,"American, International",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2165732-Reviews-Jacks_N_Joe-Los_Angeles_California.html
izaka-ya by katsuya,4.5,139,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d813447-Reviews-Izaka_ya_by_katsuya-Los_Angeles_California.html
Congregation Ale House,4,135,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d2555973-Reviews-Congregation_Ale_House-Pasadena_California.html
Odys and Penelope,4.5,106,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d7621799-Reviews-Odys_and_Penelope-Los_Angeles_California.html
Novo Cafe,4.5,141,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32123-d4756423-Reviews-Novo_Cafe-Burbank_California.html
Traxx Restaurant and Bar,4,109,"American, Contemporary",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d364753-Reviews-Traxx_Restaurant_and_Bar-Los_Angeles_California.html
Omelette & Waffle Shop,4.5,79,"American, Diner",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d580048-Reviews-Omelette_Waffle_Shop-Los_Angeles_California.html
Il Capriccio on Vermont,4.5,103,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d360475-Reviews-Il_Capriccio_on_Vermont-Los_Angeles_California.html
Cafe 50's,4.5,109,"American, Cafe",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d526493-Reviews-Cafe_50_s-Los_Angeles_California.html
Silver Lake Ramen,4.5,74,"Japanese, Soups",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d3665408-Reviews-Silver_Lake_Ramen-Los_Angeles_California.html
Shin-Sen-Gumi LA,4.5,86,"Japanese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2350135-Reviews-Shin_Sen_Gumi_LA-Los_Angeles_California.html
Chichen Itza,4.5,67,"Mexican, Latin",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d1120057-Reviews-Chichen_Itza-Los_Angeles_California.html
Dinah's Family Restaurant,4,283,"American, Diner",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d371863-Reviews-Dinah_s_Family_Restaurant-Los_Angeles_California.html
Rossoblu,4.5,73,"Italian, Pizza",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d12701249-Reviews-Rossoblu-Los_Angeles_California.html
Hinoki & the Bird,4,192,Asian,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d3929666-Reviews-Hinoki_the_Bird-Los_Angeles_California.html
Smorgasburg LA,4.5,57,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d10763528-Reviews-Smorgasburg_LA-Los_Angeles_California.html
Palm Thai Restaurant,4,223,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d364746-Reviews-Palm_Thai_Restaurant-Los_Angeles_California.html
Lunasia Dim Sum House,4.5,108,"Chinese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g29078-d2226861-Reviews-Lunasia_Dim_Sum_House-Alhambra_California.html
Urban Plates,4,69,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8797826-Reviews-Urban_Plates-Los_Angeles_California.html
Pacific Diner,4.5,68,"American, Diner",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d1829012-Reviews-Pacific_Diner-Los_Angeles_California.html
Pomodoro Trattoria - Pizzeria,4.5,86,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468387-Reviews-Pomodoro_Trattoria_Pizzeria-Los_Angeles_California.html
Paco's Tacos,4.5,128,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350101-Reviews-Paco_s_Tacos-Los_Angeles_California.html
Grill 'Em All Alhambra,4.5,60,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g29078-d4819655-Reviews-Grill_Em_All_Alhambra-Alhambra_California.html
Felix,4,125,"Italian, Contemporary",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d12417682-Reviews-Felix-Los_Angeles_California.html
El Portal Restaurant,4,178,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d343286-Reviews-El_Portal_Restaurant-Pasadena_California.html
Polo Lounge at the Beverly Hills Hotel,4.5,882,American,High,https://www.tripadvisor.com/Restaurant_Review-g32070-d348073-Reviews-Polo_Lounge_at_the_Beverly_Hills_Hotel-Beverly_Hills_California.html
Cantalinis Salerno Beach Restaurant,4.5,139,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d373617-Reviews-Cantalinis_Salerno_Beach_Restaurant-Los_Angeles_California.html
Terroni,4,247,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d833533-Reviews-Terroni-Los_Angeles_California.html
Palmeri,4.5,83,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d804552-Reviews-Palmeri-Los_Angeles_California.html
Shiloh's,4.5,75,Steakhouse,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d2649208-Reviews-Shiloh_s-Los_Angeles_California.html
The Dresden Room,4.5,104,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d360466-Reviews-The_Dresden_Room-Los_Angeles_California.html
Tender Greens,4.5,68,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d3792444-Reviews-Tender_Greens-West_Hollywood_California.html
Cafe Gratitude Arts District,4.5,75,"Healthy, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8556293-Reviews-Cafe_Gratitude_Arts_District-Los_Angeles_California.html
Millie's,4.5,98,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d360478-Reviews-Millie_s-Los_Angeles_California.html
Pizzana,4.5,64,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d12446557-Reviews-Pizzana-Los_Angeles_California.html
Pie n' Burger,4,195,"American, Diner",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d343339-Reviews-Pie_n_Burger-Pasadena_California.html
Il Piccolino Trattoria,4.5,138,"Italian, Mediterranean",High,https://www.tripadvisor.com/Restaurant_Review-g33252-d348092-Reviews-Il_Piccolino_Trattoria-West_Hollywood_California.html
Colori Kitchen,4.5,106,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1019708-Reviews-Colori_Kitchen-Los_Angeles_California.html
1810 Argentine Restaurant,4,126,"Argentinean, Steakhouse",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d2220619-Reviews-1810_Argentine_Restaurant-Pasadena_California.html
La Fiesta Brava,4.5,49,"Mexican, Latin",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d844505-Reviews-La_Fiesta_Brava-Los_Angeles_California.html
Dal Rae,4.5,209,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32879-d341595-Reviews-Dal_Rae-Pico_Rivera_California.html
Yuca's Hut,4.5,92,"Mexican, American",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d338898-Reviews-Yuca_s_Hut-Los_Angeles_California.html
Eat,4.5,59,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d941757-Reviews-Eat-Los_Angeles_California.html
The Golden State,4.5,67,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1542297-Reviews-The_Golden_State-Los_Angeles_California.html
Shintaro,4.5,116,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d818629-Reviews-Shintaro-Los_Angeles_California.html
Cavatina,4.5,103,American,High,https://www.tripadvisor.com/Restaurant_Review-g33252-d1420399-Reviews-Cavatina-West_Hollywood_California.html
Casa Bianca Pizza Pie,4.5,106,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d359039-Reviews-Casa_Bianca_Pizza_Pie-Los_Angeles_California.html
Fred 62,4,174,"American, Diner",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d360507-Reviews-Fred_62-Los_Angeles_California.html
Square One Dining,4,93,"Cafe, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d735366-Reviews-Square_One_Dining-Los_Angeles_California.html
Norah,4.5,106,,High,https://www.tripadvisor.com/Restaurant_Review-g33252-d10302587-Reviews-Norah-West_Hollywood_California.html
Ivory on Sunset,4,337,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d9699664-Reviews-Ivory_on_Sunset-West_Hollywood_California.html
Public School 213,4,100,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3845096-Reviews-Public_School_213-Los_Angeles_California.html
District,4.5,104,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8368324-Reviews-District-Los_Angeles_California.html
Ago Restaurant,4,228,Italian,High,https://www.tripadvisor.com/Restaurant_Review-g33252-d350283-Reviews-Ago_Restaurant-West_Hollywood_California.html
208 Rodeo Restaurant,4,660,"Italian, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32070-d491140-Reviews-208_Rodeo_Restaurant-Beverly_Hills_California.html
Versailles Restaurant,4,169,"Latin, Cuban",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d348059-Reviews-Versailles_Restaurant-Los_Angeles_California.html
Playa Provisions,4,156,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d6702912-Reviews-Playa_Provisions-Los_Angeles_California.html
LA Golondrina Mexican Cafe,4,185,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d469033-Reviews-LA_Golondrina_Mexican_Cafe-Los_Angeles_California.html
Mama Restaurant Los Angeles,4,145,"Bar, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d7648243-Reviews-Mama_Restaurant_Los_Angeles-Los_Angeles_California.html
Iroha,4.5,90,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d357562-Reviews-Iroha-Los_Angeles_California.html
Black Market Liquor Bar,4.5,85,"Bar, Italian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2538626-Reviews-Black_Market_Liquor_Bar-Los_Angeles_California.html
Panda Express,4.5,94,"Chinese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d4252494-Reviews-Panda_Express-Los_Angeles_California.html
Gwen,4,142,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d10721522-Reviews-Gwen-Los_Angeles_California.html
Bourbon Steak Los Angeles,4,125,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32431-d6351158-Reviews-Bourbon_Steak_Los_Angeles-Glendale_California.html
Zinque,4,112,Wine Bar,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2483684-Reviews-Zinque-Los_Angeles_California.html
El Cholo,4,116,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4256682-Reviews-El_Cholo-Los_Angeles_California.html
Pat's Restaurant,4.5,69,"Italian, American",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d2559116-Reviews-Pat_s_Restaurant-Los_Angeles_California.html
C,4.5,113,Italian,High,
Seafood House & Raw Bar,4.5,51,Seafood,Medium,
Delphine Eatery & Bar,4,272,American,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d1750972-Reviews-Delphine_Eatery_Bar-Los_Angeles_California.html
Locanda Veneta,4.5,110,Italian,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d348093-Reviews-Locanda_Veneta-Los_Angeles_California.html
Solar de Cahuenga,4.5,99,"Cafe, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d847839-Reviews-Solar_de_Cahuenga-Los_Angeles_California.html
Thai Pepper Restaurant,4.5,76,"Asian, Thai",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d527559-Reviews-Thai_Pepper_Restaurant-Los_Angeles_California.html
Malbec Argentinean Cuisine,4.5,88,"Argentinean, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2285484-Reviews-Malbec_Argentinean_Cuisine-Los_Angeles_California.html
Restaurant Hama,4.5,103,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350255-Reviews-Restaurant_Hama-Los_Angeles_California.html
The French Crepe Co.,4,133,"French, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4882935-Reviews-The_French_Crepe_Co-Los_Angeles_California.html
Costero California Bar + Bistro,4,83,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d11658988-Reviews-Costero_California_Bar_Bistro-Los_Angeles_California.html
Met Her At A Bar,4.5,33,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d13316381-Reviews-Met_Her_At_A_Bar-Los_Angeles_California.html
Tibet Nepal House,4.5,103,"Tibetan, Nepali",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d344311-Reviews-Tibet_Nepal_House-Pasadena_California.html
Figueroa Philly Cheesesteak,4.5,81,"American, International",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2236163-Reviews-Figueroa_Philly_Cheesesteak-Los_Angeles_California.html
Les Sisters' Southern Kitchen & BBQ,4.5,75,"American, Cajun & Creole",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d356183-Reviews-Les_Sisters_Southern_Kitchen_BBQ-Los_Angeles_California.html
TRIPLE 8 China Bar & Grill,4,129,"Chinese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8310144-Reviews-TRIPLE_8_China_Bar_Grill-Los_Angeles_California.html
Fabiolus Cucina,4,150,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d371843-Reviews-Fabiolus_Cucina-Los_Angeles_California.html
Pink Pepper,4.5,96,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d375994-Reviews-Pink_Pepper-Los_Angeles_California.html
Olio Wood Fired Pizzeria GCM,4.5,71,"Italian, Pizza",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d7691133-Reviews-Olio_Wood_Fired_Pizzeria_GCM-Los_Angeles_California.html
Pailin Thai Cuisine,4.5,49,"Asian, Thai",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d537416-Reviews-Pailin_Thai_Cuisine-Los_Angeles_California.html
Blue Palms Brewhouse,4.5,72,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2420245-Reviews-Blue_Palms_Brewhouse-Los_Angeles_California.html
The Grill on the Alley,4.5,306,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32070-d348144-Reviews-The_Grill_on_the_Alley-Beverly_Hills_California.html
Baltaire Restaurant,4,137,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d7717278-Reviews-Baltaire_Restaurant-Los_Angeles_California.html
Bar Ama,4.5,106,"Mexican, Southwestern",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3915706-Reviews-Bar_Ama-Los_Angeles_California.html
Fatburger,4.5,73,"American, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d812679-Reviews-Fatburger-Los_Angeles_California.html
"Cole's, Originators of the French Dip Sandwich",4,174,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d364779-Reviews-Cole_s_Originators_of_the_French_Dip_Sandwich-Los_Angeles_California.html
A Food Affair,4.5,55,"French, European",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3959701-Reviews-A_Food_Affair-Los_Angeles_California.html
Morton's The Steakhouse,4,123,"Bar, American",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d7346678-Reviews-Morton_s_The_Steakhouse-Los_Angeles_California.html
Justice Urban Tavern,4,149,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5457148-Reviews-Justice_Urban_Tavern-Los_Angeles_California.html
Katsuya Brentwood,4,147,"Japanese, Sushi",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d11863798-Reviews-Katsuya_Brentwood-Los_Angeles_California.html
Nonna's Empanadas,4.5,61,"Latin, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d2407227-Reviews-Nonna_s_Empanadas-Los_Angeles_California.html
Le Petit Paris,4,129,"French, European",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d8666709-Reviews-Le_Petit_Paris-Los_Angeles_California.html
Pa Ord Noodles,4.5,73,"Asian, Thai",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d4086793-Reviews-Pa_Ord_Noodles-Los_Angeles_California.html
The Waterfront Venice,4,100,"Bar, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350352-Reviews-The_Waterfront_Venice-Los_Angeles_California.html
The Arbour,4.5,54,American,High,https://www.tripadvisor.com/Restaurant_Review-g32859-d13354644-Reviews-The_Arbour-Pasadena_California.html
The Edison,4.5,136,"Bar, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1047634-Reviews-The_Edison-Los_Angeles_California.html
Pace,4,135,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350490-Reviews-Pace-Los_Angeles_California.html
Badmaash,4,134,"Indian, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4819582-Reviews-Badmaash-Los_Angeles_California.html
Slurpin' Ramen Bar,4.5,51,"Japanese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d9567979-Reviews-Slurpin_Ramen_Bar-Los_Angeles_California.html
Sushi Roku Pasadena,4,134,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d343294-Reviews-Sushi_Roku_Pasadena-Pasadena_California.html
Ruth's Chris Steak House - Woodland Hills,4.5,100,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d1316744-Reviews-Ruth_s_Chris_Steak_House_Woodland_Hills-Los_Angeles_California.html
Skylight Gardens,4,116,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2645560-Reviews-Skylight_Gardens-Los_Angeles_California.html
Yxta,4.5,63,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d524333-Reviews-Yxta-Los_Angeles_California.html
Snow White Cafe and Grill,4,94,"Bar, Pub",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d533976-Reviews-Snow_White_Cafe_and_Grill-Los_Angeles_California.html
More Than Waffles,4.5,100,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d356178-Reviews-More_Than_Waffles-Los_Angeles_California.html
Kura Revolving Sushi Bar,4.5,42,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d6557716-Reviews-Kura_Revolving_Sushi_Bar-Los_Angeles_California.html
EMC Seafood and Raw Bar,4.5,83,"Seafood, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4777115-Reviews-EMC_Seafood_and_Raw_Bar-Los_Angeles_California.html
Firehouse,4,141,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468562-Reviews-Firehouse-Los_Angeles_California.html
Sushi Sasabune,4.5,93,"Japanese, Sushi",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d348028-Reviews-Sushi_Sasabune-Los_Angeles_California.html
The Eveleigh,4,303,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d1994498-Reviews-The_Eveleigh-West_Hollywood_California.html
Mike & Anne's Restaurant,4,135,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g33115-d665584-Reviews-Mike_Anne_s_Restaurant-South_Pasadena_California.html
Chado Tea Room,4.5,80,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d3171545-Reviews-Chado_Tea_Room-West_Hollywood_California.html
Harold and Belle's,4,103,"Seafood, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d358090-Reviews-Harold_and_Belle_s-Los_Angeles_California.html
Lucky Baldwins Pub,4,113,"Bar, British",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d507221-Reviews-Lucky_Baldwins_Pub-Pasadena_California.html
Buffalo Wild Wings,3.5,298,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4773468-Reviews-Buffalo_Wild_Wings-Los_Angeles_California.html
Backyard Bowls,4.5,40,,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d8015023-Reviews-Backyard_Bowls-Los_Angeles_California.html
Mary and Robb's Westwood Cafe,4.5,57,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2648397-Reviews-Mary_and_Robb_s_Westwood_Cafe-Los_Angeles_California.html
La Piazza the Grove,4,243,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350640-Reviews-La_Piazza_the_Grove-Los_Angeles_California.html
Thai Patio,4,119,"Asian, Thai",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d1015168-Reviews-Thai_Patio-Los_Angeles_California.html
Hide Sushi,4,98,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d348080-Reviews-Hide_Sushi-Los_Angeles_California.html
Joe's Pizza on Hollywood,4.5,59,"Pizza, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g33252-d3438681-Reviews-Joe_s_Pizza_on_Hollywood-West_Hollywood_California.html
Randy's Donuts,5,29,American,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d15595829-Reviews-Randy_s_Donuts-Los_Angeles_California.html
Evo Kitchen,4.5,55,"Pizza, Italian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3446173-Reviews-Evo_Kitchen-Los_Angeles_California.html
J Trani's Ristorante,4.5,69,"Italian, Seafood",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d861033-Reviews-J_Trani_s_Ristorante-Los_Angeles_California.html
Anarbagh Indian Cuisine,4.5,86,Indian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d494255-Reviews-Anarbagh_Indian_Cuisine-Los_Angeles_California.html
The Village Idiot,4,118,"Bar, Pub",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d783904-Reviews-The_Village_Idiot-Los_Angeles_California.html
Golden Deli Vietnamese,4.5,105,"Asian, Vietnamese",Cheap,https://www.tripadvisor.com/Restaurant_Review-g33015-d356259-Reviews-Golden_Deli_Vietnamese-San_Gabriel_California.html
800 Degrees,4,182,"Italian, Pizza",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d7991510-Reviews-800_Degrees-Los_Angeles_California.html
Steven's Steak & Seafood House,4,102,"American, Steakhouse",Medium,https://www.tripadvisor.com/Restaurant_Review-g32240-d885823-Reviews-Steven_s_Steak_Seafood_House-Commerce_California.html
Ramen Hood,4.5,48,"Japanese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d9718999-Reviews-Ramen_Hood-Los_Angeles_California.html
On Sunset @ Luxe Hotel Sunset Blvd,4,109,"French, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1315941-Reviews-On_Sunset_Luxe_Hotel_Sunset_Blvd-Los_Angeles_California.html
Basix Cafe,4,99,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d379103-Reviews-Basix_Cafe-Los_Angeles_California.html
John O' Groats,4,96,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d348055-Reviews-John_O_Groats-Los_Angeles_California.html
Beverly Soon Tofu,4.5,52,"Asian, Korean",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d364766-Reviews-Beverly_Soon_Tofu-Los_Angeles_California.html
SOL Mexican Cocina,4,74,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d10152182-Reviews-SOL_Mexican_Cocina-Los_Angeles_California.html
